day_of_week,time,route,bus_stop,predicted_bus_load,wait_time_min
Friday,20:00,Campus Connector,St. John Arena (EB),0.032,15.0
Friday,20:00,Campus Connector,Fontana Lab (EB),0.123,15.0
Friday,20:00,Campus Connector,Stillman Hall (SB),0.003,15.0
Friday,20:00,Campus Connector,Ohio Union (SB),0.138,15.0
Friday,20:00,Campus Connector,Siebert Hall (WB),0.02,15.0
Friday,20:00,Campus Connector,Mack Hall (NB),0.099,15.0
Friday,20:00,Campus Connector,Herrick Drive Transit Hub (NB),0.038,15.0
Friday,20:00,Campus Connector,11th & Worthington (EB),0.066,15.0
Friday,20:00,Campus Connector,Ohio Union (NB),0.102,15.0
Friday,20:00,Campus Connector,Arps Hall (NB),0.084,15.0
Friday,20:00,Campus Connector,Blackburn House (WB),0.067,15.0
Friday,20:00,Campus Connector,Mason Hall (WB),0.218,15.0
Friday,20:00,Campus Connector,St. John Arena (WB),0.088,15.0
Friday,20:00,Campus Connector,Midwest Campus (WB),0.028,15.0
Friday,20:00,Campus Loop South,Buckeye Lot (SB),0.125,30.0
Friday,20:00,Campus Loop South,Midwest Campus (EB),0.12,30.0
Friday,20:00,Campus Loop South,Mid Towers (SB),0.146,30.0
Friday,20:00,Campus Loop South,Herrick Drive Transit Hub (NB),0.181,30.0
Friday,20:00,Campus Loop South,11th & Worthington (EB),0.018,30.0
Friday,20:00,Campus Loop South,Ohio Union (NB),0.138,30.0
Friday,20:00,Campus Loop South,Arps Hall (NB),0.143,30.0
Friday,20:00,Campus Loop South,Blackburn House (WB),0.074,30.0
Friday,20:00,Campus Loop South,Mason Hall (WB),0.088,30.0
Friday,20:00,Campus Loop South,St. John Arena (WB),0.0,30.0
Friday,20:00,Campus Loop South,Midwest Campus (WB),0.037,30.0
Friday,20:00,Campus Loop South,Fred Taylor & Schottenstein Dr (NB),0.177,30.0
Friday,20:00,Buckeye Express,Buckeye Lot (SB),0.0,15.0
Friday,20:00,Buckeye Express,Midwest Campus (EB),0.048,15.0
Friday,20:00,Buckeye Express,St. John Arena (EB),0.099,15.0
Friday,20:00,Buckeye Express,Knowlton Hall (EB),0.117,15.0
Friday,20:00,Buckeye Express,Fontana Lab (EB),0.181,15.0
Friday,20:00,Buckeye Express,High St & 15th Ave (SB),0.0,15.0
Friday,20:00,Buckeye Express,Ohio Union (NB),0.087,15.0
Friday,20:00,Buckeye Express,Arps Hall (NB),0.136,15.0
Friday,20:00,Buckeye Express,Blackburn House (WB),0.005,15.0
Friday,20:00,Buckeye Express,Mason Hall (WB),0.08,15.0
Friday,20:00,Buckeye Express,St. John Arena (WB),0.194,15.0
Friday,20:00,Buckeye Express,Midwest Campus (WB),0.159,15.0
Friday,20:00,Buckeye Express,Fred Taylor & Schottenstein Dr (NB),0.111,15.0
Friday,20:00,East Residential,High St & 15th Ave (SB),0.0,15.0
Friday,20:00,East Residential,11th & High (EB),0.054,15.0
Friday,20:00,East Residential,Indianola Ave (EB),0.085,15.0
Friday,20:00,East Residential,Chittenden Ave (NB),0.044,15.0
Friday,20:00,East Residential,15th Ave (NB),0.06,15.0
Friday,20:00,East Residential,18th Ave (NB),0.249,15.0
Friday,20:00,East Residential,Alden Ave (NB),0.052,15.0
Friday,20:00,East Residential,Maynard Ave (NB),0.007,15.0
Friday,20:00,East Residential,Tompkins St (SB),0.08,15.0
Friday,20:00,East Residential,Maynard Ave (SB),0.047,15.0
Friday,20:00,East Residential,Alden Ave (SB),0.047,15.0
Friday,20:00,East Residential,Lane Ave (SB),0.06,15.0
Friday,20:00,East Residential,18th Ave (SB),0.111,15.0
Friday,20:00,East Residential,15th Ave (SB),0.079,15.0
Friday,20:00,East Residential,Chittenden Ave (SB),0.0,15.0
Friday,20:00,East Residential,Indianola Ave (WB),0.055,15.0
Friday,20:00,East Residential,11th & High (WB),0.091,15.0
Friday,20:00,East Residential,Ohio Union (NB),0.033,15.0
Friday,20:00,East Residential,Arps Hall (NB),0.129,15.0
Friday,20:00,Med Center,Carmack 2 (SB),0.114,10.0
Friday,20:00,Med Center,Carmack 3 (NB),0.01,10.0
Friday,20:00,Med Center,Carmack 5 (NB),0.089,10.0
Friday,20:00,Med Center,Carmack 5 (SB),0.188,10.0
Friday,20:00,Med Center,Herrick Drive Transit Hub (NB),0.161,10.0
Friday,20:00,Northwest Connector,Stores & Receiving (SB),0.049,30.0
Friday,20:00,Northwest Connector,Service Annex (WB),0.108,30.0
Friday,20:00,Northwest Connector,Mount Hall (EB),0.014,30.0
Friday,20:00,Northwest Connector,Blankenship Hall (EB),0.0,30.0
Friday,20:00,Northwest Connector,Midwest Campus (EB),0.089,30.0
Friday,20:00,Northwest Connector,Mid Towers (SB),0.071,30.0
Friday,20:00,Northwest Connector,Herrick Drive Transit Hub (NB),0.086,30.0
Friday,20:00,Northwest Connector,Mid Towers (NB),0.053,30.0
Friday,20:00,Northwest Connector,Midwest Campus (WB),0.073,30.0
Friday,20:00,Northwest Connector,Fisher Commons (NB),0.022,30.0
Friday,21:00,Campus Connector,Mount Hall (WB),0.115,15.0
Friday,21:00,Campus Connector,Carmack 5 (NB),0.137,15.0
Friday,21:00,Campus Connector,Carmack 5 (SB),0.085,15.0
Friday,21:00,Campus Connector,Research Center (SB),0.138,15.0
Friday,21:00,Campus Connector,Kinnear Rd Lot (EB),0.0,15.0
Friday,21:00,Campus Connector,Blankenship Hall (EB),0.044,15.0
Friday,21:00,Campus Connector,Midwest Campus (EB),0.179,15.0
Friday,21:00,Campus Connector,St. John Arena (EB),0.198,15.0
Friday,21:00,Campus Connector,Fontana Lab (EB),0.108,15.0
Friday,21:00,Campus Connector,Stillman Hall (SB),0.087,15.0
Friday,21:00,Campus Connector,Ohio Union (SB),0.017,15.0
Friday,21:00,Campus Connector,Siebert Hall (WB),0.115,15.0
Friday,21:00,Campus Connector,Mack Hall (NB),0.14,15.0
Friday,21:00,Campus Connector,Herrick Drive Transit Hub (NB),0.004,15.0
Friday,21:00,Campus Connector,11th & Worthington (EB),0.126,15.0
Friday,21:00,Campus Connector,Ohio Union (NB),0.121,15.0
Friday,21:00,Campus Connector,Arps Hall (NB),0.117,15.0
Friday,21:00,Campus Connector,Blackburn House (WB),0.022,15.0
Friday,21:00,Campus Connector,Mason Hall (WB),0.121,15.0
Friday,21:00,Campus Connector,St. John Arena (WB),0.0,15.0
Friday,21:00,Campus Connector,Midwest Campus (WB),0.176,15.0
Friday,21:00,Campus Loop South,Buckeye Lot (SB),0.078,30.0
Friday,21:00,Campus Loop South,Midwest Campus (EB),0.001,30.0
Friday,21:00,Campus Loop South,Mid Towers (SB),0.153,30.0
Friday,21:00,Campus Loop South,Herrick Drive Transit Hub (NB),0.143,30.0
Friday,21:00,Campus Loop South,11th & Worthington (EB),0.035,30.0
Friday,21:00,Campus Loop South,Ohio Union (NB),0.207,30.0
Friday,21:00,Campus Loop South,Arps Hall (NB),0.015,30.0
Friday,21:00,Campus Loop South,Blackburn House (WB),0.093,30.0
Friday,21:00,Campus Loop South,Mason Hall (WB),0.145,30.0
Friday,21:00,Campus Loop South,St. John Arena (WB),0.0,30.0
Friday,21:00,Campus Loop South,Midwest Campus (WB),0.131,30.0
Friday,21:00,Campus Loop South,Fred Taylor & Schottenstein Dr (NB),0.066,30.0
Friday,21:00,Buckeye Express,Buckeye Lot (SB),0.077,15.0
Friday,21:00,Buckeye Express,Midwest Campus (EB),0.015,15.0
Friday,21:00,Buckeye Express,St. John Arena (EB),0.101,15.0
Friday,21:00,Buckeye Express,Knowlton Hall (EB),0.016,15.0
Friday,21:00,Buckeye Express,Fontana Lab (EB),0.025,15.0
Friday,21:00,Buckeye Express,High St & 15th Ave (SB),0.057,15.0
Friday,21:00,Buckeye Express,Ohio Union (NB),0.011,15.0
Friday,21:00,Buckeye Express,Arps Hall (NB),0.178,15.0
Friday,21:00,Buckeye Express,Blackburn House (WB),0.004,15.0
Friday,21:00,Buckeye Express,Mason Hall (WB),0.037,15.0
Friday,21:00,Buckeye Express,St. John Arena (WB),0.062,15.0
Friday,21:00,Buckeye Express,Midwest Campus (WB),0.08,15.0
Friday,21:00,Buckeye Express,Fred Taylor & Schottenstein Dr (NB),0.126,15.0
Friday,21:00,East Residential,High St & 15th Ave (SB),0.11,15.0
Friday,21:00,East Residential,11th & High (EB),0.043,15.0
Friday,21:00,East Residential,Indianola Ave (EB),0.039,15.0
Friday,21:00,East Residential,Chittenden Ave (NB),0.065,15.0
Friday,21:00,East Residential,15th Ave (NB),0.113,15.0
Friday,21:00,East Residential,18th Ave (NB),0.106,15.0
Friday,21:00,East Residential,Alden Ave (NB),0.034,15.0
Friday,21:00,East Residential,Maynard Ave (NB),0.0,15.0
Friday,21:00,East Residential,Tompkins St (SB),0.194,15.0
Friday,21:00,East Residential,Maynard Ave (SB),0.123,15.0
Friday,21:00,East Residential,Alden Ave (SB),0.081,15.0
Friday,21:00,East Residential,Lane Ave (SB),0.086,15.0
Friday,21:00,East Residential,18th Ave (SB),0.034,15.0
Friday,21:00,East Residential,15th Ave (SB),0.004,15.0
Friday,21:00,East Residential,Chittenden Ave (SB),0.044,15.0
Friday,21:00,East Residential,Indianola Ave (WB),0.05,15.0
Friday,21:00,East Residential,11th & High (WB),0.025,15.0
Friday,21:00,East Residential,Ohio Union (NB),0.0,15.0
Friday,21:00,East Residential,Arps Hall (NB),0.042,15.0
Friday,21:00,Med Center,Carmack 2 (SB),0.102,10.0
Friday,21:00,Med Center,Carmack 3 (NB),0.04,10.0
Friday,21:00,Med Center,Carmack 5 (NB),0.071,10.0
Friday,21:00,Med Center,Carmack 5 (SB),0.0,10.0
Friday,21:00,Med Center,Herrick Drive Transit Hub (NB),0.054,10.0
Friday,21:00,Northwest Connector,Stores & Receiving (SB),0.045,30.0
Friday,21:00,Northwest Connector,Service Annex (WB),0.0,30.0
Friday,21:00,Northwest Connector,Mount Hall (EB),0.0,30.0
Friday,21:00,Northwest Connector,Blankenship Hall (EB),0.08,30.0
Friday,21:00,Northwest Connector,Midwest Campus (EB),0.007,30.0
Friday,21:00,Northwest Connector,Mid Towers (SB),0.085,30.0
Friday,21:00,Northwest Connector,Herrick Drive Transit Hub (NB),0.03,30.0
Friday,21:00,Northwest Connector,Mid Towers (NB),0.092,30.0
Friday,21:00,Northwest Connector,Midwest Campus (WB),0.033,30.0
Friday,21:00,Northwest Connector,Fisher Commons (NB),0.0,30.0
Friday,22:00,Med Center,Carmack 2 (SB),0.062,5.0
Friday,22:00,Med Center,Carmack 3 (NB),0.05,5.0
Friday,22:00,Med Center,Carmack 5 (NB),0.11,5.0
Friday,22:00,Med Center,Carmack 5 (SB),0.042,5.0
Friday,22:00,Med Center,Herrick Drive Transit Hub (NB),0.043,5.0
Saturday,08:00,Campus Connector,Mount Hall (WB),0.457,20.0
Saturday,08:00,Campus Connector,Carmack 5 (NB),0.481,20.0
Saturday,08:00,Campus Connector,Carmack 5 (SB),0.462,20.0
Saturday,08:00,Campus Connector,Research Center (SB),0.484,20.0
Saturday,08:00,Campus Connector,Kinnear Rd Lot (EB),0.453,20.0
Saturday,08:00,Campus Connector,Blankenship Hall (EB),0.476,20.0
Saturday,08:00,Campus Connector,Midwest Campus (EB),0.486,20.0
Saturday,08:00,Campus Connector,St. John Arena (EB),0.461,20.0
Saturday,08:00,Campus Connector,Fontana Lab (EB),0.442,20.0
Saturday,08:00,Campus Connector,Stillman Hall (SB),0.448,20.0
Saturday,08:00,Campus Connector,Ohio Union (SB),0.584,20.0
Saturday,08:00,Campus Connector,Siebert Hall (WB),0.44,20.0
Saturday,08:00,Campus Connector,Mack Hall (NB),0.424,20.0
Saturday,08:00,Campus Connector,Herrick Drive Transit Hub (NB),0.415,20.0
Saturday,08:00,Campus Connector,11th & Worthington (EB),0.432,20.0
Saturday,08:00,Campus Connector,Ohio Union (NB),0.445,20.0
Saturday,08:00,Campus Connector,Arps Hall (NB),0.358,20.0
Saturday,08:00,Campus Connector,Blackburn House (WB),0.303,20.0
Saturday,08:00,Campus Connector,Mason Hall (WB),0.434,20.0
Saturday,08:00,Campus Connector,St. John Arena (WB),0.315,20.0
Saturday,08:00,Campus Connector,Midwest Campus (WB),0.421,20.0
Saturday,09:00,Campus Connector,Mount Hall (WB),0.262,20.0
Saturday,09:00,Campus Connector,Carmack 5 (NB),0.326,20.0
Saturday,09:00,Campus Connector,Carmack 5 (SB),0.361,20.0
Saturday,09:00,Campus Connector,Research Center (SB),0.286,20.0
Saturday,09:00,Campus Connector,Kinnear Rd Lot (EB),0.233,20.0
Saturday,09:00,Campus Connector,Blankenship Hall (EB),0.198,20.0
Saturday,09:00,Campus Connector,Midwest Campus (EB),0.224,20.0
Saturday,09:00,Campus Connector,St. John Arena (EB),0.275,20.0
Saturday,09:00,Campus Connector,Fontana Lab (EB),0.15,20.0
Saturday,09:00,Campus Connector,Stillman Hall (SB),0.279,20.0
Saturday,09:00,Campus Connector,Ohio Union (SB),0.274,20.0
Saturday,09:00,Campus Connector,Siebert Hall (WB),0.313,20.0
Saturday,09:00,Campus Connector,Mack Hall (NB),0.254,20.0
Saturday,09:00,Campus Connector,Herrick Drive Transit Hub (NB),0.279,20.0
Saturday,09:00,Campus Connector,11th & Worthington (EB),0.227,20.0
Saturday,09:00,Campus Connector,Ohio Union (NB),0.241,20.0
Saturday,09:00,Campus Connector,Arps Hall (NB),0.16,20.0
Saturday,09:00,Campus Connector,Blackburn House (WB),0.271,20.0
Saturday,09:00,Campus Connector,Mason Hall (WB),0.353,20.0
Saturday,09:00,Campus Connector,St. John Arena (WB),0.267,20.0
Saturday,09:00,Campus Connector,Midwest Campus (WB),0.276,20.0
Saturday,10:00,Campus Connector,Mount Hall (WB),0.0,20.0
Saturday,10:00,Campus Connector,Carmack 5 (NB),0.137,20.0
Saturday,10:00,Campus Connector,Carmack 5 (SB),0.006,20.0
Saturday,10:00,Campus Connector,Research Center (SB),0.101,20.0
Saturday,10:00,Campus Connector,Kinnear Rd Lot (EB),0.06,20.0
Saturday,10:00,Campus Connector,Blankenship Hall (EB),0.0,20.0
Saturday,10:00,Campus Connector,Midwest Campus (EB),0.116,20.0
Saturday,10:00,Campus Connector,St. John Arena (EB),0.055,20.0
Saturday,10:00,Campus Connector,Fontana Lab (EB),0.066,20.0
Saturday,10:00,Campus Connector,Stillman Hall (SB),0.082,20.0
Saturday,10:00,Campus Connector,Ohio Union (SB),0.054,20.0
Saturday,10:00,Campus Connector,Siebert Hall (WB),0.032,20.0
Saturday,10:00,Campus Connector,Mack Hall (NB),0.083,20.0
Saturday,10:00,Campus Connector,Herrick Drive Transit Hub (NB),0.03,20.0
Saturday,10:00,Campus Connector,11th & Worthington (EB),0.058,20.0
Saturday,10:00,Campus Connector,Ohio Union (NB),0.014,20.0
Saturday,10:00,Campus Connector,Arps Hall (NB),0.0,20.0
Saturday,10:00,Campus Connector,Blackburn House (WB),0.012,20.0
Saturday,10:00,Campus Connector,Mason Hall (WB),0.022,20.0
Saturday,10:00,Campus Connector,St. John Arena (WB),0.052,20.0
Saturday,10:00,Campus Connector,Midwest Campus (WB),0.122,20.0
Saturday,11:00,Campus Connector,Mount Hall (WB),0.101,20.0
Saturday,11:00,Campus Connector,Carmack 5 (NB),0.213,20.0
Saturday,11:00,Campus Connector,Carmack 5 (SB),0.076,20.0
Saturday,11:00,Campus Connector,Research Center (SB),0.148,20.0
Saturday,11:00,Campus Connector,Kinnear Rd Lot (EB),0.183,20.0
Saturday,11:00,Campus Connector,Blankenship Hall (EB),0.08,20.0
Saturday,11:00,Campus Connector,Midwest Campus (EB),0.105,20.0
Saturday,11:00,Campus Connector,St. John Arena (EB),0.227,20.0
Saturday,11:00,Campus Connector,Fontana Lab (EB),0.224,20.0
Saturday,11:00,Campus Connector,Stillman Hall (SB),0.213,20.0
Saturday,11:00,Campus Connector,Ohio Union (SB),0.172,20.0
Saturday,11:00,Campus Connector,Siebert Hall (WB),0.349,20.0
Saturday,11:00,Campus Connector,Mack Hall (NB),0.21,20.0
Saturday,11:00,Campus Connector,Herrick Drive Transit Hub (NB),0.166,20.0
Saturday,11:00,Campus Connector,11th & Worthington (EB),0.318,20.0
Saturday,11:00,Campus Connector,Ohio Union (NB),0.252,20.0
Saturday,11:00,Campus Connector,Arps Hall (NB),0.191,20.0
Saturday,11:00,Campus Connector,Blackburn House (WB),0.282,20.0
Saturday,11:00,Campus Connector,Mason Hall (WB),0.218,20.0
Saturday,11:00,Campus Connector,St. John Arena (WB),0.244,20.0
Saturday,11:00,Campus Connector,Midwest Campus (WB),0.217,20.0
Saturday,12:00,Campus Connector,Mount Hall (WB),0.192,20.0
Saturday,12:00,Campus Connector,Carmack 5 (NB),0.315,20.0
Saturday,12:00,Campus Connector,Carmack 5 (SB),0.27,20.0
Saturday,12:00,Campus Connector,Research Center (SB),0.203,20.0
Saturday,12:00,Campus Connector,Kinnear Rd Lot (EB),0.221,20.0
Saturday,12:00,Campus Connector,Blankenship Hall (EB),0.326,20.0
Saturday,12:00,Campus Connector,Midwest Campus (EB),0.249,20.0
Saturday,12:00,Campus Connector,St. John Arena (EB),0.276,20.0
Saturday,12:00,Campus Connector,Fontana Lab (EB),0.313,20.0
Saturday,12:00,Campus Connector,Stillman Hall (SB),0.282,20.0
Saturday,12:00,Campus Connector,Ohio Union (SB),0.183,20.0
Saturday,12:00,Campus Connector,Siebert Hall (WB),0.313,20.0
Saturday,12:00,Campus Connector,Mack Hall (NB),0.33,20.0
Saturday,12:00,Campus Connector,Herrick Drive Transit Hub (NB),0.325,20.0
Saturday,12:00,Campus Connector,11th & Worthington (EB),0.368,20.0
Saturday,12:00,Campus Connector,Ohio Union (NB),0.291,20.0
Saturday,12:00,Campus Connector,Arps Hall (NB),0.313,20.0
Saturday,12:00,Campus Connector,Blackburn House (WB),0.359,20.0
Saturday,12:00,Campus Connector,Mason Hall (WB),0.243,20.0
Saturday,12:00,Campus Connector,St. John Arena (WB),0.361,20.0
Saturday,12:00,Campus Connector,Midwest Campus (WB),0.358,20.0
Saturday,13:00,Campus Connector,Mount Hall (WB),0.402,20.0
Saturday,13:00,Campus Connector,Carmack 5 (NB),0.47,20.0
Saturday,13:00,Campus Connector,Carmack 5 (SB),0.416,20.0
Saturday,13:00,Campus Connector,Research Center (SB),0.316,20.0
Saturday,13:00,Campus Connector,Kinnear Rd Lot (EB),0.441,20.0
Saturday,13:00,Campus Connector,Blankenship Hall (EB),0.396,20.0
Saturday,13:00,Campus Connector,Midwest Campus (EB),0.404,20.0
Saturday,13:00,Campus Connector,St. John Arena (EB),0.391,20.0
Saturday,13:00,Campus Connector,Fontana Lab (EB),0.465,20.0
Saturday,13:00,Campus Connector,Stillman Hall (SB),0.418,20.0
Saturday,13:00,Campus Connector,Ohio Union (SB),0.343,20.0
Saturday,13:00,Campus Connector,Siebert Hall (WB),0.414,20.0
Saturday,13:00,Campus Connector,Mack Hall (NB),0.427,20.0
Saturday,13:00,Campus Connector,Herrick Drive Transit Hub (NB),0.338,20.0
Saturday,13:00,Campus Connector,11th & Worthington (EB),0.353,20.0
Saturday,13:00,Campus Connector,Ohio Union (NB),0.353,20.0
Saturday,13:00,Campus Connector,Arps Hall (NB),0.336,20.0
Saturday,13:00,Campus Connector,Blackburn House (WB),0.39,20.0
Saturday,13:00,Campus Connector,Mason Hall (WB),0.426,20.0
Saturday,13:00,Campus Connector,St. John Arena (WB),0.473,20.0
Saturday,13:00,Campus Connector,Midwest Campus (WB),0.427,20.0
Saturday,14:00,Campus Connector,Mount Hall (WB),0.366,20.0
Saturday,14:00,Campus Connector,Carmack 5 (NB),0.377,20.0
Saturday,14:00,Campus Connector,Carmack 5 (SB),0.393,20.0
Saturday,14:00,Campus Connector,Research Center (SB),0.294,20.0
Saturday,14:00,Campus Connector,Kinnear Rd Lot (EB),0.361,20.0
Saturday,14:00,Campus Connector,Blankenship Hall (EB),0.342,20.0
Saturday,14:00,Campus Connector,Midwest Campus (EB),0.317,20.0
Saturday,14:00,Campus Connector,St. John Arena (EB),0.3,20.0
Saturday,14:00,Campus Connector,Fontana Lab (EB),0.298,20.0
Saturday,14:00,Campus Connector,Stillman Hall (SB),0.314,20.0
Saturday,14:00,Campus Connector,Ohio Union (SB),0.256,20.0
Saturday,14:00,Campus Connector,Siebert Hall (WB),0.361,20.0
Saturday,14:00,Campus Connector,Mack Hall (NB),0.327,20.0
Saturday,14:00,Campus Connector,Herrick Drive Transit Hub (NB),0.334,20.0
Saturday,14:00,Campus Connector,11th & Worthington (EB),0.346,20.0
Saturday,14:00,Campus Connector,Ohio Union (NB),0.366,20.0
Saturday,14:00,Campus Connector,Arps Hall (NB),0.284,20.0
Saturday,14:00,Campus Connector,Blackburn House (WB),0.31,20.0
Saturday,14:00,Campus Connector,Mason Hall (WB),0.216,20.0
Saturday,14:00,Campus Connector,St. John Arena (WB),0.175,20.0
Saturday,14:00,Campus Connector,Midwest Campus (WB),0.188,20.0
Saturday,15:00,Campus Connector,Mount Hall (WB),0.143,20.0
Saturday,15:00,Campus Connector,Carmack 5 (NB),0.0,20.0
Saturday,15:00,Campus Connector,Carmack 5 (SB),0.08,20.0
Saturday,15:00,Campus Connector,Research Center (SB),0.141,20.0
Saturday,15:00,Campus Connector,Kinnear Rd Lot (EB),0.026,20.0
Saturday,15:00,Campus Connector,Blankenship Hall (EB),0.152,20.0
Saturday,15:00,Campus Connector,Midwest Campus (EB),0.165,20.0
Saturday,15:00,Campus Connector,St. John Arena (EB),0.111,20.0
Saturday,15:00,Campus Connector,Fontana Lab (EB),0.197,20.0
Saturday,15:00,Campus Connector,Stillman Hall (SB),0.092,20.0
Saturday,15:00,Campus Connector,Ohio Union (SB),0.011,20.0
Saturday,15:00,Campus Connector,Siebert Hall (WB),0.086,20.0
Saturday,15:00,Campus Connector,Mack Hall (NB),0.028,20.0
Saturday,15:00,Campus Connector,Herrick Drive Transit Hub (NB),0.0,20.0
Saturday,15:00,Campus Connector,11th & Worthington (EB),0.0,20.0
Saturday,15:00,Campus Connector,Ohio Union (NB),0.193,20.0
Saturday,15:00,Campus Connector,Arps Hall (NB),0.021,20.0
Saturday,15:00,Campus Connector,Blackburn House (WB),0.052,20.0
Saturday,15:00,Campus Connector,Mason Hall (WB),0.013,20.0
Saturday,15:00,Campus Connector,St. John Arena (WB),0.06,20.0
Saturday,15:00,Campus Connector,Midwest Campus (WB),0.037,20.0
Saturday,16:00,Campus Connector,Mount Hall (WB),0.128,20.0
Saturday,16:00,Campus Connector,Carmack 5 (NB),0.082,20.0
Saturday,16:00,Campus Connector,Carmack 5 (SB),0.072,20.0
Saturday,16:00,Campus Connector,Research Center (SB),0.114,20.0
Saturday,16:00,Campus Connector,Kinnear Rd Lot (EB),0.178,20.0
Saturday,16:00,Campus Connector,Blankenship Hall (EB),0.287,20.0
Saturday,16:00,Campus Connector,Midwest Campus (EB),0.227,20.0
Saturday,16:00,Campus Connector,St. John Arena (EB),0.274,20.0
Saturday,16:00,Campus Connector,Fontana Lab (EB),0.194,20.0
Saturday,16:00,Campus Connector,Stillman Hall (SB),0.161,20.0
Saturday,16:00,Campus Connector,Ohio Union (SB),0.086,20.0
Saturday,16:00,Campus Connector,Siebert Hall (WB),0.166,20.0
Saturday,16:00,Campus Connector,Mack Hall (NB),0.037,20.0
Saturday,16:00,Campus Connector,Herrick Drive Transit Hub (NB),0.147,20.0
Saturday,16:00,Campus Connector,11th & Worthington (EB),0.261,20.0
Saturday,16:00,Campus Connector,Ohio Union (NB),0.182,20.0
Saturday,16:00,Campus Connector,Arps Hall (NB),0.229,20.0
Saturday,16:00,Campus Connector,Blackburn House (WB),0.136,20.0
Saturday,16:00,Campus Connector,Mason Hall (WB),0.075,20.0
Saturday,16:00,Campus Connector,St. John Arena (WB),0.127,20.0
Saturday,16:00,Campus Connector,Midwest Campus (WB),0.13,20.0
Saturday,17:00,Campus Connector,Mount Hall (WB),0.175,20.0
Saturday,17:00,Campus Connector,Carmack 5 (NB),0.223,20.0
Saturday,17:00,Campus Connector,Carmack 5 (SB),0.061,20.0
Saturday,17:00,Campus Connector,Research Center (SB),0.085,20.0
Saturday,17:00,Campus Connector,Kinnear Rd Lot (EB),0.099,20.0
Saturday,17:00,Campus Connector,Blankenship Hall (EB),0.088,20.0
Saturday,17:00,Campus Connector,Midwest Campus (EB),0.035,20.0
Saturday,17:00,Campus Connector,St. John Arena (EB),0.116,20.0
Saturday,17:00,Campus Connector,Fontana Lab (EB),0.133,20.0
Saturday,17:00,Campus Connector,Stillman Hall (SB),0.135,20.0
Saturday,17:00,Campus Connector,Ohio Union (SB),0.039,20.0
Saturday,17:00,Campus Connector,Siebert Hall (WB),0.105,20.0
Saturday,17:00,Campus Connector,Mack Hall (NB),0.007,20.0
Saturday,17:00,Campus Connector,Herrick Drive Transit Hub (NB),0.165,20.0
Saturday,17:00,Campus Connector,11th & Worthington (EB),0.049,20.0
Saturday,17:00,Campus Connector,Ohio Union (NB),0.093,20.0
Saturday,17:00,Campus Connector,Arps Hall (NB),0.081,20.0
Saturday,17:00,Campus Connector,Blackburn House (WB),0.072,20.0
Saturday,17:00,Campus Connector,Mason Hall (WB),0.042,20.0
Saturday,17:00,Campus Connector,St. John Arena (WB),0.0,20.0
Saturday,17:00,Campus Connector,Midwest Campus (WB),0.207,20.0
Saturday,18:00,Campus Connector,Mount Hall (WB),0.118,20.0
Saturday,18:00,Campus Connector,Carmack 5 (NB),0.12,20.0
Saturday,18:00,Campus Connector,Carmack 5 (SB),0.232,20.0
Saturday,18:00,Campus Connector,Research Center (SB),0.101,20.0
Saturday,18:00,Campus Connector,Kinnear Rd Lot (EB),0.141,20.0
Saturday,18:00,Campus Connector,Blankenship Hall (EB),0.111,20.0
Saturday,18:00,Campus Connector,Midwest Campus (EB),0.181,20.0
Saturday,18:00,Campus Connector,St. John Arena (EB),0.141,20.0
Saturday,18:00,Campus Connector,Fontana Lab (EB),0.13,20.0
Saturday,18:00,Campus Connector,Stillman Hall (SB),0.096,20.0
Saturday,18:00,Campus Connector,Ohio Union (SB),0.129,20.0
Saturday,18:00,Campus Connector,Siebert Hall (WB),0.182,20.0
Saturday,18:00,Campus Connector,Mack Hall (NB),0.0,20.0
Saturday,18:00,Campus Connector,Herrick Drive Transit Hub (NB),0.103,20.0
Saturday,18:00,Campus Connector,11th & Worthington (EB),0.085,20.0
Saturday,18:00,Campus Connector,Ohio Union (NB),0.091,20.0
Saturday,18:00,Campus Connector,Arps Hall (NB),0.0,20.0
Saturday,18:00,Campus Connector,Blackburn House (WB),0.151,20.0
Saturday,18:00,Campus Connector,Mason Hall (WB),0.055,20.0
Saturday,18:00,Campus Connector,St. John Arena (WB),0.091,20.0
Saturday,18:00,Campus Connector,Midwest Campus (WB),0.073,20.0
Saturday,19:00,Campus Connector,Mount Hall (WB),0.003,20.0
Saturday,19:00,Campus Connector,Carmack 5 (NB),0.078,20.0
Saturday,19:00,Campus Connector,Carmack 5 (SB),0.0,20.0
Saturday,19:00,Campus Connector,Research Center (SB),0.051,20.0
Saturday,19:00,Campus Connector,Kinnear Rd Lot (EB),0.09,20.0
Saturday,19:00,Campus Connector,Blankenship Hall (EB),0.109,20.0
Saturday,19:00,Campus Connector,Midwest Campus (EB),0.114,20.0
Saturday,19:00,Campus Connector,St. John Arena (EB),0.103,20.0
Saturday,19:00,Campus Connector,Fontana Lab (EB),0.24,20.0
Saturday,19:00,Campus Connector,Stillman Hall (SB),0.138,20.0
Saturday,19:00,Campus Connector,Ohio Union (SB),0.039,20.0
Saturday,19:00,Campus Connector,Siebert Hall (WB),0.075,20.0
Saturday,19:00,Campus Connector,Mack Hall (NB),0.072,20.0
Saturday,19:00,Campus Connector,Herrick Drive Transit Hub (NB),0.1,20.0
Saturday,19:00,Campus Connector,11th & Worthington (EB),0.074,20.0
